ID,Balticammina.pseudomacrescens,Haplophragmoides.spp.,Jadammina.macrescens,Miliammina.fusca,Trochammina.inflata,Cibicides.lobatulus,Stainforthia.fusiformis,Haynesina.germanica,Quinqueloculina.spp.,Elphidium.williamsoni,Elphidium.spp.,Ammonia.spp.,Brizalina.pseudopunctata,Bulimina.marginata,Cyclogyra.involvens,Fissurina.lucida,Fissurina.marginata,Gavelinopsis.praegeri,Globigerina.quinqueloba,Lagena.semistriata,Lagena.sulcata,Pateoris.hauerinoides,Planorbulina.mediterranensis,Reophax.scottii,Rosalina.williamsoni,Spirillina.vivipara,Spiroloculina.excavata,Spiroloculina.rotunda,Trochammina.ochracea,Trochammina.squamata,Brizalina.inflata,Brizalina.variabilis,Buliminella.elegantissima,Cassidulina.obtusa,Glabratella.millettii,Rosalina.spp.,Cornuspira.involvens,Lagena.spp.,Miliolinella.subrotunda,Patellina.corrugata,Lamarckina.haliotidea,Nonionoides.turgidus,Paratrochammina.haynesi,Paratrochammina.spp.,Tiphotrocha.comprimata,Agglut.unidentified,Melonis.barleeanus,Nonion.spp.,Unidentified.spp.,Trochamminita.spp.,Ammobaculites.spp.,Ammodiscus.spp.,Site,Total.dead,Elevation,SWLI,HoF
AMIII1,0,0,0,0,0,71.2,0,2.9,12.2,5.4,1,1.5,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,547,0,87.26,88.09
AMIII2,0,0,0,0,0,61.5,0,3.5,23,2.5,0.5,1.5,0,0,0,0,0,0,0,0,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,800,0.1,91.12,91.7
AMIII3,0,0,0,0,0,66.5,0,0,19.7,3,0,2,0,0,0,0,0,0,0,0,0,6.4,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,541,0.3,98.84,98.92
AMIII4,0,0,0,0,0,57.9,0,5.1,17.6,6.5,0,0.9,0,0.5,0,0,0,0,0,0,0,7.4,0,0,3.7,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,576,0.5,106.56,106.14
AMIII5,0,0,0,0,0,69.6,0,6.9,11.8,3.9,1,2,0,0,0,0,0,0,0,0,0,2.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,816,0.6,110.42,109.75
AMIII6,0,0,1.8,0,0.3,18.9,9.5,40.8,1.5,13.9,2.1,0.3,0,0.3,0,0,0,0,0,0,0.3,3,2.7,1.2,0.6,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,2704,0.4,102.7,102.53
AMIII7,0,0,0.2,0,0.2,14.6,22.7,28.6,2.6,14.1,2.9,0.2,2.9,1.2,0.2,0,0,0,0,0,1,4.5,1.4,0.5,1.7,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,3352,0.5,106.56,106.14
AMIII8,0,0,2.6,1.1,0,24.2,12.8,37,1.1,11.3,5.3,1.9,0.8,0.4,0,0,0,0,0,0.4,0.4,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,2120,0.8,118.15,116.97
AMIII9,0,0,0.6,0.3,0,12.7,7.7,47.5,1.8,2.6,3.9,0.6,1.8,0,0,0,0,0,0,0.3,0.9,1.8,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,2712,0.9,122.01,120.58
AMIII10,0,0,0.5,0,0,4.9,20.6,35.9,0.3,24,4.4,0.5,2.9,0,0,0,0,0.3,1,0.8,0,1.3,0.3,0.5,1.3,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,3072,1.1,129.73,127.8
AMIII11,0,0,0.6,0,0.6,5.5,6.1,37.4,0.6,38,1.5,4,0.9,0,0,0,0.3,0,0.3,0.9,0.6,0.9,0.3,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,2608,1.3,137.45,135.02
AMIII12,0,0,6.6,0,0.4,20.2,13.6,16.2,3.1,32.5,0.4,1.8,0,0.4,0,0.4,1.3,0,0.4,0,0,0,0,0.4,0.4,0.4,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,1824,1.4,141.31,138.63
AMIII13,0,0,6.6,0,2.8,5.2,23.6,20.8,4.7,22.6,2.4,1.9,0.9,0,0,0,2.8,0,1.4,0,0.5,0.5,0,0,0,1.9,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,848,1.6,149.03,145.85
AMIII14,0,0,13.5,0,1.9,0.3,13.8,19.3,26.4,10.6,1.3,0,0.6,0.3,0,0.3,0,0,0.6,0,0.3,0.3,0,0.3,0,7.1,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,2488,1.6,149.03,145.85
AMIII15,0,0,4.2,0,0,0.3,8.4,33,34.8,7.2,0.3,0,0,0,0,2.1,0,0,0.6,0,0,0,0,0.3,0,8.4,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,2664,1.7,152.9,149.46
AMIII16,0,0,37.3,0,1.6,0,3.9,5.9,32.2,10.6,0.4,0,0,0,0,0.4,0,0,0,0,0,0,0,0.8,0,6.7,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,2040,1.9,160.62,156.68
AMIII17,0,0,52.6,1.3,18.6,0.8,0,0.8,19.3,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,3104,2,164.48,160.29
AMIII18,0.3,0,65.6,0,33,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,2864,2.2,172.2,167.51
AMIII19,0,0,70.5,0,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,1736,2.3,176.06,171.12
AMIII20,0,0,98.1,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alnmouth,422,2.6,187.64,181.95
BM1,0,6.4,44.7,19.8,17.8,0,0,1.4,4.8,3.2,1.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,1116,3.27,204.92,200
BM2,0,2.6,37.5,17.1,24.2,0,0,2.8,7.8,3.8,0.3,1.9,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,846,3.21,203.08,198.24
BM3,0,2.4,35.5,20.2,23.5,0,0,3.2,8.1,3.1,1,0.6,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,692,3.24,204,199.12
BM4,0,0.6,27.9,13.6,12.9,0,0,6.8,21.2,4.9,2,8.2,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,740,3.23,203.69,198.83
BM5,0,0.3,40.4,24.9,26.2,0,0,1.1,3,0.8,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,780,3.21,203.08,198.24
BM6,0,4.3,33.8,25.5,30.7,0,0,1.4,1.4,1.6,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,814,3.22,203.38,198.53
BM7,0,1.8,45.8,16.5,32,0,0,1.9,0.2,0.6,0.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,832,3.22,203.38,198.53
BM8,0,1.1,39.4,27.4,24.9,0,0,1.6,1.1,2.5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,708,3.23,203.69,198.83
BM9,0,0.2,39.7,16.3,36.1,0,0,0,0,3.5,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,636,3.22,203.38,198.53
BM10,0,0.5,44.6,14.4,30.6,0,0,5.3,0.8,2.6,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,834,3.24,204,199.12
BM11,0,0.4,30.2,16.9,46.8,0,0,1.3,2,2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,620,3.21,203.08,198.24
BM12,0,1.3,38.3,13.6,36.2,0,0,4.3,2.6,2.4,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,766,3.19,202.46,197.65
BM13,0,0.2,39,6,47.9,0,0,1.8,2,1.4,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,612,3.19,202.46,197.65
BM14,0,0,49.5,8.4,36.2,0,0.8,1.4,0,0.8,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,606,3.14,200.92,196.19
BM15,0,0.4,43.6,7,21.8,0,0,0,11.5,6.2,0.2,7.6,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,1328,3.03,197.54,192.96
BM16,0,0,22.5,4.1,23,0,0.4,4.1,22.6,16.2,1.2,3.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,1166,2.98,196,191.5
BM17,0,0,44.4,1.7,22,0,1.1,4.5,14.4,6.9,0.5,0.5,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,538,3.07,198.77,194.13
BM18,0,0,46.6,0,24,0,0,14.9,4.6,4.4,0.8,0.5,0,0,2.7,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,642,3.02,197.23,192.67
BM19,0,0,56.3,0.4,9.6,0,0,14.3,2.3,1.9,5.4,5.6,0,0,1.6,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,634,3,196.62,192.08
BM20,0,0,21.6,0,2.3,0,0,34.3,11.8,11,7.6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,226,2.48,180.62,176.83
BM21,0,0,12.9,0,0.5,0,0,41.2,9.1,7.4,12.8,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,318,2.31,175.38,171.85
BM22,0,0,17.5,0,0.6,0,0,52.7,4.8,4.1,8.8,6,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0.7,0,0.8,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,378,1.88,162.15,159.24
BM23,0,0,5.9,0,0.7,0,0,73.4,0,2,10.1,3.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,478,1.85,161.23,158.36
BR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,0,4.36,211.76,218.28
BR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,0,3.96,201.74,206.68
BR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,0,3.87,199.47,204.05
BR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,0,3.78,197.33,201.57
BR5,0,15.4,84.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,26,3.73,195.99,200.02
BR6,0,0,63.6,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,11,3.62,193.24,196.84
BR7,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,1,3.57,191.81,195.19
BR8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,0,3.45,189.02,191.95
BR9,0,55,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,40,3.37,186.83,189.43
BR10,0,62.4,11.8,24.7,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,85,3.34,186.05,188.52
BR11,0,42.6,11.8,36.8,1.5,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,68,3.32,185.69,188.1
BR12,0,12.2,11,30.5,0,0,0,0,0,1.2,0,45.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,82,3.28,184.65,186.9
BR13,0,4.4,17.8,40,0,0,0,2.2,0,2.2,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,45,3.27,184.39,186.59
BR14,0,6,15.5,58.3,4.8,0,0,0,0,9.5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,84,3.3,185.03,187.34
BR15,0,12.4,31.1,23.3,11.4,0,0,0.5,9.3,8.8,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,193,3.23,183.29,185.32
BR16,0,1.1,12,17,4.6,0,0,0,1.4,8.1,0,55.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,283,3.25,183.88,186
BR17,0,11.6,29,15.2,7.6,0,0,0,9.8,7.1,2.2,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,224,3.29,184.93,187.22
BR18,0,0.9,42.5,20.4,3.5,0,0,0,0,5.3,1.8,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,113,3.27,184.31,186.5
BR19,0,0,63.4,12.9,10.9,0,0,0,5,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,101,3.25,183.79,185.9
BR20,0,0,30,9.1,4.5,0,0,0.9,12.7,10,0,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,110,3.21,182.76,184.71
BR21,0,0,57.7,23.1,0,0,0,3.8,3.8,5.8,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,52,3.14,181.07,182.75
BR22,0,0,32.7,7.5,1.9,0,0,9.3,11.2,7.5,7.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,107,3.2,182.62,184.54
BR23,0,0,33,2.7,4.3,0,0,3.8,20,7,2.1,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,185,3.17,181.74,183.53
BR24,0,0,36.4,13.6,4.5,0,0,0,6.8,3.4,4.5,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,88,3.14,181.17,182.87
BR25,0,0,62.5,0,5.6,0,0,1.4,9.7,2.8,1.4,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,72,3.1,180.19,181.73
BR26,0,0,59.3,0,4.9,0,0,0,23.6,2.4,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,123,3.01,177.77,178.94
BR27,0,0,51.9,5.1,1.3,0,0,0,27.8,1.3,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,79,3.06,179.02,180.38
BR28,0,0,49.3,4.3,10.1,0,0,0.7,31.9,2.2,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,138,3.13,180.87,182.52
BR29,0,0,64,2.2,7.4,0,0,0,24.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,136,3.11,180.33,181.9
BR30,0,0,44.1,1.7,0,0,0,0,45.8,5.1,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,59,2.99,177.41,178.52
BR31,0,0,69.9,0,4.1,0,0,2.7,15.1,1.4,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,73,3.01,177.77,178.93
BR32,0,0,45.8,0,6,0,0,0,39.8,2.4,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,83,2.9,175.11,175.85
BR33,0,0,5.7,1.4,0,0,0,8.6,21.4,10,4.2,48.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,70,2.74,170.92,171.01
BR34,0,0,33.9,6.8,1.7,0,0,1.7,22,3.4,1.7,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,59,2.79,172.3,172.61
BR35,0,0,19.2,1.9,0,0,0,7.7,50,5.8,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,52,2.64,168.43,168.13
BR36,0,0,24.2,0,1.6,0,0,51.6,19.4,1.6,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brancaster,62,2.52,165.46,164.68
CM1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowpen,47,3.24,225.32,200
CM2,0,0,76.3,7.5,15.1,0,0,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowpen,334,2.86,209.01,186.99
CM3,0,0.5,66,4.1,28.1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowpen,686,2.81,206.87,185.27
CM4,0,1.6,62.8,2.3,31.8,0,0,0,0.4,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowpen,616,2.57,196.57,177.06
CM5,0,1.5,69.3,2.3,26.1,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowpen,659,2.47,192.27,173.63
CM6,0,2,70.7,3.6,23,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowpen,908,2.42,190.13,171.92
CM7,0,1.2,76.5,7,14.8,0,0,0.2,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowpen,661,2.38,188.41,170.55
CM8,0,2.5,72.9,5.3,19,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowpen,621,2.33,186.27,168.84
CM9,0,3.3,69.5,3.4,21.8,0,0,0.2,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowpen,699,2.27,183.69,166.78
CM10,0,2.8,71.4,10.4,14.6,0,0,0.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowpen,732,2.22,181.55,165.07
CM11,0,2.3,63.9,26.4,3.8,0,0,0.3,0.4,1.2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowpen,446,2.18,179.83,163.7
CM12,0,1.5,52.8,32.8,7.9,0,0,1.2,0.2,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowpen,305,2.22,181.55,165.07
CM13,0,3.3,44.1,32.8,15.3,0,0,2.2,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowpen,236,2.17,179.4,163.36
CM14,0,2.3,49,35.7,4.3,0.2,0,4.8,0.2,2.6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowpen,307,2.14,178.11,162.33
